ISSN,Journal Title,OA Model,Currency,Price
1939-8654,Journal of Medical Imaging and Radiation Sciences,Hybrid,USD,3300
0929-6441,Journal of Medical Ultrasound,Open Access,USD,0
0376-7388,Journal of Membrane Science,Hybrid,USD,3500
0749-596X,Journal of Memory and Language,Hybrid,USD,1950
0167-7012,Journal of Microbiological Methods,Hybrid,USD,3400
1684-1182,"Journal of Microbiology, Immunology and Infection",Open Access,USD,0
2213-879X,Journal of Microscopy and Ultrastructure,Open Access,USD,0
0022-2828,Journal of Molecular and Cellular Cardiology,Hybrid,USD,2200
0022-2836,Journal of Molecular Biology,Hybrid,USD,2350
1381-1177,"Journal of Molecular Catalysis. B, Enzymatic",Hybrid,USD,2500
1093-3263,Journal of Molecular Graphics and Modelling,Hybrid,USD,2600
0167-7322,Journal of Molecular Liquids,Hybrid,USD,2600
0022-2852,Journal of Molecular Spectroscopy,Hybrid,USD,1900
0022-2860,Journal of Molecular Structure,Hybrid,USD,2600
0304-3932,Journal of Monetary Economics,Hybrid,USD,1800
1042-444X,Journal of Multinational Financial Management,Hybrid,USD,1100
0047-259X,Journal of Multivariate Analysis,Hybrid,USD,2000
1875-5100,Journal of Natural Gas Science and Engineering,Hybrid,USD,2500
1355-1841,Journal of Neonatal Nursing,Hybrid,USD,3000
1084-8045,Journal of Network and Computer Applications,Hybrid,USD,2400
0165-5728,Journal of Neuroimmunology,Hybrid,USD,3000
0911-6044,Journal of Neurolinguistics,Hybrid,USD,2200
0150-9861,Journal of Neuroradiology,Hybrid,USD,3000
0165-0270,Journal of Neuroscience Methods,Hybrid,USD,2350
0022-3093,Journal of Non-Crystalline Solids,Hybrid,USD,2200
0377-0257,Journal of Non-Newtonian Fluid Mechanics,Hybrid,USD,2600
0022-3115,Journal of Nuclear Materials,Hybrid,USD,3500
0022-314X,Journal of Number Theory,Hybrid,USD,1500
1499-4046,Journal of Nutrition Education and Behavior,Hybrid,USD,2500
2352-3859,Journal of Nutrition & Intermediary Metabolism,Open Access,USD,1600
2211-3649,Journal of Obsessive-Compulsive and Related Disorders,Hybrid,USD,1800
0884-2175,"Journal of Obstetric, Gynecologic & Neonatal Nursing",Hybrid,USD,3000
1701-2163,Journal of Obstetrics and Gynaecology Canada,Hybrid,USD,3000
2452-3364,Journal of Oncological Sciences,Open Access,USD,0
0272-6963,Journal of Operations Management,Hybrid,USD,2000
1888-4296,Journal of Optometry,Open Access,USD,0
0278-2391,Journal of Oral and Maxillofacial Surgery,Hybrid,USD,3000
2212-5558,"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",Hybrid,USD,3000
2212-4268,Journal of Oral Biology and Craniofacial Research,Hybrid,USD,3000
1349-0079,Journal of Oral Biosciences,Hybrid,USD,3000
0022-328X,Journal of Organometallic Chemistry,Hybrid,USD,2600
0972-978X,Journal of Orthopaedics,Hybrid,USD,3000
0949-2658,Journal of Orthopaedic Science,Hybrid,USD,3000
2210-4917,"Journal of Orthopaedics, Trauma and Rehabilitation",Open Access,USD,0
2214-031X,Journal of Orthopaedic Translation,Open Access,USD,0
1672-2930,Journal of Otology,Open Access,USD,0
2213-0780,Journal of Outdoor Recreation and Tourism,Hybrid,USD,1100
1526-5900,Journal of Pain,Hybrid,USD,3300
0885-3924,Journal of Pain and Symptom Management,Hybrid,USD,3000
2095-3836,Journal of Palaeogeography,Open Access,USD,0
0743-7315,Journal of Parallel and Distributed Computing,Hybrid,USD,2400
1083-3188,Journal of Pediatric and Adolescent Gynecology,Hybrid,USD,2500
0891-5245,Journal of Pediatric Health Care,Hybrid,USD,2500
0882-5963,Journal of Pediatric Nursing,Hybrid,USD,2500
0022-3468,Journal of Pediatric Surgery,Hybrid,USD,2500
2213-5766,Journal of Pediatric Surgery Case Reports,Open Access,USD,550
1477-5131,Journal of Pediatric Urology,Hybrid,USD,3300
1089-9472,Journal of PeriAnesthesia Nursing,Hybrid,USD,2500
0920-4105,Journal of Petroleum Science and Engineering,Hybrid,USD,3300
2095-1779,Journal of Pharmaceutical Analysis,Open Access,USD,0
0731-7085,Journal of Pharmaceutical and Biomedical Analysis,Hybrid,USD,3250
0022-3549,Journal of Pharmaceutical Sciences,Hybrid,USD,3000
1056-8719,Journal of Pharmacological and Toxicological Methods,Hybrid,USD,3400
1347-8613,Journal of Pharmacological Sciences,Open Access,USD,1000
0095-4470,Journal of Phonetics,Hybrid,USD,1100
1010-6030,"Journal of Photochemistry & Photobiology, A: Chemistry",Hybrid,USD,2600
1011-1344,"Journal of Photochemistry & Photobiology, B: Biology",Hybrid,USD,3300
1389-5567,"Journal of Photochemistry & Photobiology, C: Photochemistry Reviews",Hybrid,USD,3300
0022-3697,Journal of Physics and Chemistry of Solids,Hybrid,USD,2200
0928-4257,Journal of Physiology - Paris,Hybrid,USD,3000
1836-9553,Journal of Physiotherapy,Open Access,USD,0
0176-1617,Journal of Plant Physiology,Hybrid,USD,2400
1748-6815,"Journal of Plastic, Reconstructive & Aesthetic Surgery",Hybrid,USD,3300
0161-8938,Journal of Policy Modeling,Hybrid,USD,1200
0378-7753,Journal of Power Sources,Hybrid,USD,4050
0378-2166,Journal of Pragmatics,Hybrid,USD,1100
0959-1524,Journal of Process Control,Hybrid,USD,2400
8755-7223,Journal of Professional Nursing,Hybrid,USD,2500
1883-1958,Journal of Prosthodontic Research,Hybrid,USD,3000
1874-3919,Journal of Proteomics,Hybrid,USD,3400
0022-3956,Journal of Psychiatric Research,Hybrid,USD,3200
0022-3999,Journal of Psychosomatic Research,Hybrid,USD,3500
0047-2727,Journal of Public Economics,Hybrid,USD,1800
1478-4092,Journal of Purchasing and Supply Management,Hybrid,USD,1100
0022-4049,Journal of Pure and Applied Algebra,Hybrid,USD,1500
0022-4073,Journal of Quantitative Spectroscopy and Radiative Transfer,Hybrid,USD,2800
1687-8507,Journal of Radiation Research and Applied Sciences,Open Access,USD,0
1546-0843,Journal of Radiology Nursing,Hybrid,USD,2500
2210-9706,Journal of Rail Transport Planning & Management,Hybrid,USD,1100
1002-0721,Journal of Rare Earths,Hybrid,USD,3000
1051-2276,Journal of Renal Nutrition,Hybrid,USD,2500
0165-0378,Journal of Reproductive Immunology,Hybrid,USD,2500
0092-6566,Journal of Research in Personality,Hybrid,USD,1800
0022-4359,Journal of Retailing,Hybrid,USD,1100
0969-6989,Journal of Retailing and Consumer Services,Hybrid,USD,1100
1674-7755,Journal of Rock Mechanics and Geotechnical Engineering,Open Access,USD,0
0743-0167,Journal of Rural Studies,Hybrid,USD,1950
0022-4375,Journal of Safety Research,Hybrid,USD,2000
1319-6103,Journal of Saudi Chemical Society,Open Access,USD,0
0022-4405,Journal of School Psychology,Hybrid,USD,1800
1440-2440,Journal of Science and Medicine in Sport,Hybrid,USD,3000
1385-1101,Journal of Sea Research,Hybrid,USD,2500
1060-3743,Journal of Second Language Writing,Hybrid,USD,1800
1058-2746,Journal of Shoulder and Elbow Surgery,Hybrid,USD,2750
0022-4596,Journal of Solid State Chemistry,Hybrid,USD,3050
0022-460X,Journal of Sound and Vibration,Hybrid,USD,3300
0895-9811,Journal of South American Earth Sciences,Hybrid,USD,2500
2095-2546,Journal of Sport and Health Science,Open Access,USD,0
0378-3758,Journal of Statistical Planning and Inference,Hybrid,USD,2000
0960-0760,Journal of Steroid Biochemistry and Molecular Biology,Hybrid,USD,4050
2468-7855,Journal of Stomatology oral and Maxillofacial Surgery,Hybrid,USD,3000
0022-474X,Journal of Stored Products Research,Hybrid,USD,2500
0963-8687,Journal of Strategic Information Systems,Hybrid,USD,1800
1052-3057,Journal of Stroke and Cerebrovascular Diseases,Hybrid,USD,3450
1047-8477,Journal of Structural Biology,Hybrid,USD,2750
0191-8141,Journal of Structural Geology,Hybrid,USD,3400
0740-5472,Journal of Substance Abuse Treatment,Hybrid,USD,3000
1931-7204,Journal of Surgical Education,Hybrid,USD,3000
0022-4804,Journal of Surgical Research,Hybrid,USD,3000
2300-3960,Journal of Sustainable Mining,Open Access,USD,0
0747-7171,Journal of Symbolic Computation,Hybrid,USD,1500
1383-7621,Journal of Systems Architecture,Hybrid,USD,1500
1658-3655,Journal of Taibah University for Science,Open Access,USD,0
1658-3612,Journal of Taibah University Medical Sciences,Open Access,USD,0
0022-4898,Journal of Terramechanics,Hybrid,USD,2500
2212-2672,Journal of the Academy of Nutrition and Dietetics,Hybrid,USD,2750
0890-8567,Journal of the American Academy of Child & Adolescent Psychiatry,Hybrid,USD,2750
0190-9622,Journal of the American Academy of Dermatology,Hybrid,USD,3300
0735-1097,Journal of the American College of Cardiology,Hybrid,USD,3000
2213-5103,Journal of the American College of Clinical Wound Specialists,Hybrid,USD,1700
1546-1440,Journal of the American College of Radiology,Hybrid,USD,3300
1072-7515,Journal of the American College of Surgeons,Hybrid,USD,3000
1525-8610,Journal of the American Medical Directors Association,Hybrid,USD,3600
1544-3191,Journal of the American Pharmacists Association,Hybrid,USD,1700
2213-2945,Journal of the American Society of Cytopathology,Hybrid,USD,3000
0894-7317,Journal of the American Society of Echocardiography,Hybrid,USD,3000
1933-1711,Journal of the American Society of Hypertension,Hybrid,USD,2750
0003-2778,Journal of the Anatomical Society of India,Hybrid,USD,3000
1552-8855,Journal of the Association for Vascular Access,Hybrid,USD,2500
1815-3852,Journal of the Association of Arab Universities for Basic and Applied Sciences,Open Access,USD,0
1055-3290,Journal of the Association of Nurses in AIDS Care,Hybrid,USD,2500
1726-4901,Journal of the Chinese Medical Association,Open Access,USD,0
1110-256X,Journal of the Egyptian Mathematical Society,Open Access,USD,0
1110-0362,Journal of the Egyptian National Cancer Institute,Open Access,USD,0
1743-9671,Journal of the Energy Institute,Hybrid,USD,2000
0955-2219,Journal of the European Ceramic Society,Hybrid,USD,3500
0929-6646,Journal of the Formosan Medical Association,Open Access,USD,0
0016-0032,Journal of the Franklin Institute,Hybrid,USD,2000
0889-1583,Journal of The Japanese and International Economies,Hybrid,USD,1800
1226-3192,Journal of the Korean Statistical Society,Hybrid,USD,750
1751-6161,Journal of the Mechanical Behavior of Biomedical Materials,Hybrid,USD,3000
0022-5096,Journal of the Mechanics and Physics of Solids,Hybrid,USD,3550
0027-9684,Journal of the National Medical Association,Hybrid,USD,3000
0022-510X,Journal of the Neurological Sciences,Hybrid,USD,3100
0022-5193,Journal of Theoretical Biology,Hybrid,USD,2750
0306-4565,Journal of Thermal Biology,Hybrid,USD,3000
1016-7315,Journal of the Saudi Heart Association,Open Access,USD,0
1658-077X,Journal of the Saudi Society of Agricultural Sciences,Open Access,USD,0
1876-1070,Journal of the Taiwan Institute of Chemical Engineers,Hybrid,USD,2500
2212-4438,Journal of the World Federation of Orthodontists,Hybrid,USD,3000
1556-0864,Journal of Thoracic Oncology,Hybrid,USD,2600
0965-206X,Journal of Tissue Viability,Hybrid,USD,1700
0946-672X,Journal of Trace Elements in Medicine and Biology,Hybrid,USD,1800
2225-4110,Journal of Traditional and Complementary Medicine,Open Access,USD,0
2095-7548,Journal of Traditional Chinese Medical Sciences,Open Access,USD,0
0254-6272,Journal of Traditional Chinese Medicine,Open Access,USD,0
2095-7564,Journal of Traffic and Transportation Engineering (English Edition),Open Access,USD,0
0966-6923,Journal of Transport Geography,Hybrid,USD,1200
2214-1405,Journal of Transport & Health,Hybrid,USD,1950
0094-1190,Journal of Urban Economics,Hybrid,USD,1800
2226-5856,Journal of Urban Management,Open Access,USD,0
1051-0443,Journal of Vascular and Interventional Radiology,Hybrid,USD,3000
1062-0303,Journal of Vascular Nursing,Hybrid,USD,2500
0741-5214,Journal of Vascular Surgery,Hybrid,USD,3300
2468-4287,Journal of Vascular Surgery Cases and Innovative Techniques,Open Access,USD,500
2213-333X,Journal of Vascular Surgery: Venous and Lymphatic Disorders,Hybrid,USD,3300
1558-7878,Journal of Veterinary Behavior,Hybrid,USD,2500
1760-2734,Journal of Veterinary Cardiology,Hybrid,USD,3000
0166-0934,Journal of Virological Methods,Hybrid,USD,2300
1878-7886,Journal of Visceral Surgery,Hybrid,USD,3000
1047-3203,Journal of Visual Communication and Image Representation,Hybrid,USD,2400
1045-926X,Journal of Visual Languages and Computing,Hybrid,USD,1500
0001-8791,Journal of Vocational Behavior,Hybrid,USD,1800
0892-1997,Journal of Voice,Hybrid,USD,3000
0377-0273,Journal of Volcanology and Geothermal Research,Hybrid,USD,2600
2214-7144,Journal of Water Process Engineering,Hybrid,USD,2500
1570-8268,Journal of Web Semantics,Hybrid,USD,2400
0167-6105,Journal of Wind Engineering & Industrial Aerodynamics,Hybrid,USD,2500
1090-9516,Journal of World Business,Hybrid,USD,1800
2352-5878,JPRAS Open,Open Access,EUR,1919.28
1607-551X,Kaohsiung Journal of Medical Sciences,Open Access,USD,0
2405-609X,Karbala International Journal of Modern Science,Open Access,USD,0
0085-2538,Kidney International,Hybrid,USD,3200
2157-1716,Kidney International Supplements,Hybrid,USD,3200
1779-0123,"Kinésithérapie, la revue",Hybrid,EUR,2000
0950-7051,Knowledge-Based Systems,Hybrid,USD,2400
1212-4117,KONTAKT,Hybrid,USD,3000
0720-3373,Krankenhaus-Hygiene + Infektionsverhutung,Hybrid,USD,1700
0927-5371,Labour Economics,Hybrid,USD,1800
1166-3413,L'aide-soignante,Hybrid,USD,3000
0169-2046,Landscape and Urban Planning,Hybrid,USD,1200
0264-8377,Land Use Policy,Hybrid,USD,1950
0271-5309,Language and Communication,Hybrid,USD,1800
0388-0001,Language Sciences,Hybrid,USD,1100
0003-5521,L'Anthropologie,Hybrid,USD,3000
0755-4982,La Presse Médicale,Hybrid,EUR,3000
1293-8505,La revue de l'infirmière,Hybrid,USD,3000
0248-8663,La revue de médecine interne,Hybrid,USD,3000
1878-6529,La revue de médecine légale,Hybrid,USD,3000
1879-3991,La revue de santé scolaire et universitaire,Hybrid,USD,3000
1878-9730,La Revue d'Homéopathie,Hybrid,USD,3000
2214-4234,La Revue Gestion et Organisation,Open Access,USD,0
1637-4088,La Revue Sage-Femme,Hybrid,USD,3000
1665-8574,Latinoamérica. Revista de Estudios Latinoamericanos,Open Access,USD,0
1041-6080,Learning and Individual Differences,Hybrid,USD,1100
0959-4752,Learning and Instruction,Hybrid,USD,1800
0023-9690,Learning and Motivation,Hybrid,USD,1800
2210-6561,"Learning, Culture and Social Interaction",Hybrid,USD,1800
1344-6223,Legal Medicine,Hybrid,USD,3000
0013-7006,L'Encéphale,Hybrid,USD,3000
2211-1042,Le Pharmacien Hospitalier et Clinicien,Hybrid,USD,3000
1279-7960,Le Praticien en anesthésie réanimation,Hybrid,USD,3000
0145-2126,Leukemia Research,Hybrid,USD,3100
2213-0489,Leukemia Research Reports,Open Access,USD,600
0014-3855,L'Évolution psychiatrique,Hybrid,USD,3000
0740-8188,Library and Information Science Research,Hybrid,USD,1100
0024-3205,Life Sciences,Hybrid,USD,3300
2214-5524,Life Sciences in Space Research,Hybrid,USD,2200
0075-9511,Limnologica,Hybrid,USD,1500
0024-3795,Linear Algebra and Its Applications,Hybrid,USD,1500
0024-3841,Lingua,Hybrid,USD,1800
0898-5898,Linguistics and Education,Hybrid,USD,1100
0024-4937,LITHOS,Hybrid,USD,3500
1871-1413,Livestock Science,Hybrid,USD,3000
0024-6301,Long Range Planning,Hybrid,USD,1800
0169-5002,Lung Cancer,Hybrid,USD,3200
0023-6438,LWT - Food Science and Technology,Hybrid,USD,3000
0730-725X,Magnetic Resonance Imaging,Hybrid,USD,2500
1064-9689,Magnetic Resonance Imaging Clinics of North America,Hybrid,USD,3000
1616-5047,Mammalian Biology,Hybrid,USD,1800
1044-5005,Management Accounting Research,Hybrid,USD,1800
2213-8463,Manufacturing Letters,Hybrid,USD,3000
0264-8172,Marine and Petroleum Geology,Hybrid,USD,3000
0304-4203,Marine Chemistry,Hybrid,USD,3700
0141-1136,Marine Environmental Research,Hybrid,USD,3000
1874-7787,Marine Genomics,Hybrid,USD,1500
0025-3227,Marine Geology,Hybrid,USD,3500
0377-8398,Marine Micropaleontology,Hybrid,USD,2500
0308-597X,Marine Policy,Hybrid,USD,2450
0025-326X,Marine Pollution Bulletin,Hybrid,USD,3400
0951-8339,Marine Structures,Hybrid,USD,2500
1044-5803,Materials Characterization,Hybrid,USD,3500
0254-0584,Materials Chemistry and Physics,Hybrid,USD,2200
0264-1275,Materials & Design,Hybrid,USD,2700
2352-9245,Materials Discovery,Hybrid,USD,2500
0167-577X,Materials Letters,Hybrid,USD,3100
0025-5408,Materials Research Bulletin,Hybrid,USD,2500
0921-5093,Materials Science & Engineering A,Hybrid,USD,3200
0921-5107,Materials Science & Engineering B,Hybrid,USD,2500
0928-4931,Materials Science & Engineering C,Hybrid,USD,3300
0927-796X,Materials Science & Engineering R,Hybrid,USD,3300
1369-8001,Materials Science in Semiconductor Processing,Hybrid,USD,2500
1369-7021,Materials Today,Hybrid,USD,3300
2214-7853,Materials Today: Proceedings,Hybrid,USD,125
0025-5564,Mathematical Biosciences,Hybrid,USD,2600
0165-4896,Mathematical Social Sciences,Hybrid,USD,1100
0378-4754,Mathematics and Computers in Simulation,Hybrid,USD,1450
0945-053X,Matrix Biology,Hybrid,USD,3300
0378-5122,Maturitas,Hybrid,USD,3200
0025-6196,Mayo Clinic Proceedings,Hybrid,USD,3300
0263-2241,Measurement,Hybrid,USD,3000
0309-1740,Meat Science,Hybrid,USD,3300
0888-3270,Mechanical Systems and Signal Processing,Hybrid,USD,2700
0167-6636,Mechanics of Materials,Hybrid,USD,2500
0093-6413,Mechanics Research Communications,Hybrid,USD,2500
0094-114X,Mechanism and Machine Theory,Hybrid,USD,2500
0047-6374,Mechanisms of Ageing and Development,Hybrid,USD,2650
0925-4773,Mechanisms of Development,Hybrid,USD,1900
0957-4158,Mechatronics,Hybrid,USD,2400
1769-4493,Médecine du Sommeil,Hybrid,USD,3000
1246-7391,Médecine et Droit,Hybrid,EUR,3000
0399-077X,Médecine et Maladies Infectieuses,Hybrid,USD,3000
0928-1258,Médecine Nucléaire,Hybrid,USD,3000
1636-6522,Médecine Palliative Soins de Support - Accompagnement - Ethique,Hybrid,EUR,3000
0025-7125,Medical Clinics of North America,Hybrid,USD,3000
0958-3947,Medical Dosimetry,Hybrid,USD,2500
1350-4533,Medical Engineering and Physics,Hybrid,USD,2875
0306-9877,Medical Hypotheses,Hybrid,USD,2050
1361-8415,Medical Image Analysis,Hybrid,USD,3100
0377-1237,Medical Journal Armed Forces India,Hybrid,USD,3000
2211-7539,Medical Mycology Case Reports,Open Access,USD,450
2213-8846,Medical Photonics,Hybrid,USD,1700
1010-660X,Medicina,Open Access,USD,0
0025-7753,Medicina Clinica,Hybrid,EUR,2000
2387-0206,Medicina Clínica (English Edition),Hybrid,EUR,2000
1138-3593,Medicina de Familia. SEMERGEN,Hybrid,USD,3000
0210-5691,Medicina intensiva,Hybrid,EUR,1500
2173-5727,Medicina Intensiva (English Edition),Hybrid,EUR,1500
1134-248X,Medicina Paliativa,Hybrid,USD,3000
1665-5796,Medicina Universitaria,Open Access,USD,0
1357-3039,Medicine,Hybrid,USD,3000
0304-5412,Medicine - Programa de Formación Médica Continuada acreditado,Hybrid,USD,3000
0959-9436,Mendeleev Communications,Hybrid,USD,3000
1755-2966,Mental Health and Physical Activity,Hybrid,USD,1800
2212-6570,Mental Health & Prevention,Hybrid,USD,1700
1096-7176,Metabolic Engineering,Hybrid,USD,3700
2214-0301,Metabolic Engineering Communications,Open Access,USD,1500
0026-0495,Metabolism,Hybrid,USD,2600
2214-5400,Meta Gene,Hybrid,USD,1500
1046-2023,Methods,Hybrid,USD,3400
2215-0161,MethodsX,Open Access,USD,550
1258-780X,Métiers de la petite enfance,Hybrid,USD,3000
1286-4579,Microbes and Infection,Hybrid,USD,1950
0882-4010,Microbial Pathogenesis,Hybrid,USD,3000
2352-3522,Microbial Risk Analysis,Hybrid,USD,2200
0944-5013,Microbiological Research,Hybrid,USD,1800
0026-265X,Microchemical Journal,Hybrid,USD,2600
0167-9317,Microelectronic Engineering,Hybrid,USD,3000
0026-2692,Microelectronics Journal,Hybrid,USD,2400
0026-2714,Microelectronics Reliability,Hybrid,USD,2400
0968-4328,Micron,Hybrid,USD,2200
1387-1811,Microporous and Mesoporous Materials,Hybrid,USD,2500
0141-9331,Microprocessors and Microsystems,Hybrid,USD,2400
0026-2862,Microvascular Research,Hybrid,USD,3000
1110-5690,Middle East Fertility Society Journal,Open Access,USD,0
0266-6138,Midwifery,Hybrid,USD,3100
0892-6875,Minerals Engineering,Hybrid,USD,3000
1567-7249,Mitochondrion,Hybrid,USD,2400
2452-1779,Modern Electronic Materials,Open Access,USD,0
0303-7207,Molecular and Cellular Endocrinology,Hybrid,USD,3000
1044-7431,Molecular and Cellular Neuroscience,Hybrid,USD,2350
0890-8508,Molecular and Cellular Probes,Hybrid,USD,2200
0098-2997,Molecular Aspects of Medicine,Hybrid,USD,3000
2405-6758,Molecular Astrophysics,Hybrid,USD,2200
0166-6851,Molecular & Biochemical Parasitology,Hybrid,USD,1900
2468-8231,Molecular Catalysis,Hybrid,USD,2500
1097-2765,Molecular Cell,Hybrid,USD,5200
1096-7192,Molecular Genetics and Metabolism,Hybrid,USD,2800
2214-4269,Molecular Genetics and Metabolism Reports,Open Access,USD,1600
0161-5890,Molecular Immunology,Hybrid,USD,2750
2212-8778,Molecular Metabolism,Open Access,USD,2400
1055-7903,Molecular Phylogenetics and Evolution,Hybrid,USD,4050
1674-2052,Molecular Plant,Hybrid,USD,2800
1525-0016,Molecular Therapy,Hybrid,USD,3200
2329-0501,Molecular Therapy - Methods & Clinical Development,Open Access,USD,3200
2162-2531,Molecular Therapy - Nucleic Acids,Open Access,USD,3200
2372-7705,Molecular Therapy - Oncolytics,Open Access,USD,3200
1286-0115,Morphologie,Hybrid,USD,3000
0245-5919,Motricité cérébrale,Hybrid,USD,3000
2211-0348,Multiple Sclerosis and Related Disorders,Hybrid,USD,3000
2468-7812,Musculoskeletal Science and Practice,Hybrid,USD,2500
0027-5107,Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis,Hybrid,USD,3000
1383-5718,Mutation Research - Genetic Toxicology and Environmental Mutagenesis,Hybrid,USD,3400
1383-5742,Mutation Research-Reviews in Mutation Research,Hybrid,USD,3000
1340-3540,Mycoscience,Hybrid,USD,3000
1878-7789,Nano Communication Networks,Hybrid,USD,2400
2211-2855,Nano Energy,Hybrid,USD,2700
2452-0748,NanoImpact,Hybrid,EUR,1500
1549-9634,"Nanomedicine: Nanotechnology, Biology, and Medicine",Hybrid,USD,3750
2352-507X,Nano-Structures & Nano-Objects,Hybrid,USD,3300
1748-0132,Nano Today,Hybrid,USD,3300
2352-8540,Natural Gas Industry B,Open Access,USD,0
0963-8695,NDT and E International,Hybrid,USD,3000
0211-6995,NEFROLOGÍA,Open Access,USD,0
2013-2514,NEFROLOGIA (English Edition),Open Access,USD,0
1476-5586,Neoplasia,Open Access,USD,2200
1769-7255,Nephrologie et Thérapeutique,Hybrid,USD,3000
0893-6080,Neural Networks,Hybrid,USD,3100
0197-4580,Neurobiology of Aging,Hybrid,USD,3400
0969-9961,Neurobiology of Disease,Hybrid,USD,3000
1074-7427,Neurobiology of Learning and Memory,Hybrid,USD,3000
2451-9944,Neurobiology of Sleep and Circadian Rhythms,Open Access,USD,1500
2352-2895,Neurobiology of Stress,Open Access,USD,1500
0197-0186,Neurochemistry International,Hybrid,USD,1800
0028-3770,Neurochirurgie,Hybrid,USD,3000
1130-1473,Neurocirugía,Hybrid,USD,3000
0925-2312,Neurocomputing,Hybrid,USD,2400
2214-7845,Neuroepigenetics,Open Access,USD,2000
1053-8119,NeuroImage,Hybrid,USD,3000
2213-1582,NeuroImage: Clinical,Open Access,USD,1750
1052-5149,Neuroimaging Clinics of North America,Hybrid,USD,3000
0213-4853,Neurología,Open Access,USD,0
1853-0028,Neurología Argentina,Hybrid,USD,3000
2173-5808,Neurología (English Edition),Open Access,USD,0
0028-3843,Neurologia i Neurochirurgia Polska,Hybrid,USD,3000
0733-8619,Neurologic Clinics,Hybrid,USD,3000
0941-9500,"Neurology, Psychiatry and Brain Research",Hybrid,USD,1700
0960-8966,Neuromuscular Disorders,Hybrid,USD,3100
0896-6273,Neuron,Hybrid,USD,5200
0143-4179,Neuropeptides,Hybrid,USD,1700
0028-3908,Neuropharmacology,Hybrid,USD,3000
0987-7053,Neurophysiologie Clinique,Hybrid,USD,3000
1439-4847,Neurophysiologie-Labor,Hybrid,USD,1700
0222-9617,Neuropsychiatrie de l'enfance et de l'adolescence,Hybrid,USD,3000
0028-3932,Neuropsychologia,Hybrid,USD,2450
0306-4522,Neuroscience,Hybrid,USD,2400
0149-7634,Neuroscience and Biobehavioral Reviews,Hybrid,USD,3700
0304-3940,Neuroscience Letters,Hybrid,USD,2350
0168-0102,Neuroscience Research,Hybrid,USD,2200
1042-3680,Neurosurgery Clinics of North America,Hybrid,USD,3000
0161-813X,Neurotoxicology,Hybrid,USD,3300
0892-0362,Neurotoxicology and Teratology,Hybrid,USD,3000
1384-1076,New Astronomy,Hybrid,USD,2200
1387-6473,New Astronomy Reviews,Hybrid,USD,2200
1871-6784,New BIOTECHNOLOGY,Hybrid,USD,3000
1872-5805,New Carbon Materials,Hybrid,USD,3000
2352-9482,New Horizons in Clinical Case Reports,Open Access,EUR,500
2307-5023,New Horizons in Translational Medicine,Hybrid,EUR,1900
0732-118X,New Ideas in Psychology,Hybrid,USD,1800
2052-2975,New Microbes and New Infections,Open Access,EUR,1300
2352-3646,NFS Journal,Open Access,USD,1250
1089-8603,Nitric Oxide,Hybrid,USD,3300
1573-5214,NJAS - Wageningen Journal of Life Sciences,Hybrid,USD,2500
0362-546X,Nonlinear Analysis,Hybrid,USD,1500
1751-570X,Nonlinear Analysis: Hybrid Systems,Hybrid,USD,1300
1468-1218,Nonlinear Analysis: Real World Applications,Hybrid,USD,1500
1062-9408,North American Journal of Economics and Finance,Hybrid,USD,750
1627-4830,NPG Neurologie - Psychiatrie - Gériatrie,Hybrid,EUR,3000
2090-9977,NRIAG Journal of Astronomy and Geophysics,Open Access,USD,0
2405-6014,Nuclear and Particle Physics Proceedings,Hybrid,USD,3000
0090-3752,Nuclear Data Sheets,Hybrid,USD,2200
2452-3038,Nuclear Energy and Technology,Open Access,USD,0
0029-5493,Nuclear Engineering and Design,Hybrid,USD,2000
0168-9002,"Nuclear Inst. and Methods in Physics Research, A",Hybrid,USD,2400
0168-583X,"Nuclear Inst. and Methods in Physics Research, B",Hybrid,USD,2350
2352-1791,Nuclear Materials and Energy,Open Access,USD,1000
0969-8051,Nuclear Medicine and Biology,Hybrid,USD,3000
0375-9474,"Nuclear Physics, Section A",Hybrid,USD,2000
0550-3213,"Nuclear Physics, Section B",Open Access,USD,0
1471-5953,Nurse Education in Practice,Hybrid,USD,2500
0260-6917,Nurse Education Today,Hybrid,USD,2500
1541-4612,Nurse Leader,Hybrid,USD,2500
0029-6465,Nursing Clinics of North America,Hybrid,USD,3000
1751-4851,Nursing for Women’s Health,Hybrid,USD,3000
0029-6554,Nursing Outlook,Hybrid,USD,2500
2352-9008,NursingPlus Open,Open Access,USD,900
0899-9007,Nutrition,Hybrid,USD,2500
0985-0562,Nutrition clinique et métabolisme,Hybrid,USD,3000
0939-4753,"Nutrition, Metabolism and Cardiovascular Diseases",Hybrid,USD,3000
0271-5317,Nutrition Research,Hybrid,USD,3000
2451-8476,Obesity Medicine,Hybrid,USD,3000
1871-403X,Obesity Research & Clinical Practice,Hybrid,USD,3000
0889-8545,Obstetrics and Gynecology Clinics of North America,Hybrid,USD,3000
1751-7214,"Obstetrics, Gynaecology & Reproductive Medicine",Hybrid,USD,3000
0964-5691,Ocean and Coastal Management,Hybrid,USD,3700
0029-8018,Ocean Engineering,Hybrid,USD,2700
1463-5003,Ocean Modelling,Hybrid,USD,3400
0078-3234,Oceanologia,Open Access,USD,0
